,"Poster_Link","Series_Title","Runtime_of_Series","Certificate","Runtime_of_Episodes","Genre","IMDB_Rating","Overview","Star1","Star2","Star3","Star4","No_of_Votes","Genre1","Genre2","Genre3"	
311,"https://m.media-amazon.com/images/M/MV5BZTI2YTlhMWMtNWY1Mi00NGQ3LWFkMjEtZjI3NmUzYjI1NWFmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR2,0,67,98_AL_.jpg","MacGyver","(1985â€“1992)","","48 min","Action, Adventure, Crime",7.7,"The adventures of a secret Agent armed with almost infinite scientific resourcefulness.","Richard Dean Anderson","Dana Elcar","Bruce McGill","Robin Mossley",35688,"Action"," Adventure"," Crime"	
312,"https://m.media-amazon.com/images/M/MV5BNmQzYmE2MGEtZjk4YS00YmVjLWEwZWMtODRkMjc4MTM5N2I3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR5,0,67,98_AL_.jpg","Boku no hÃ®rÃ´ akademia","(2016â€“ )","16","24 min","Animation, Action, Adventure",8.5,"A superhero-loving boy without any powers is determined to enroll in a prestigious hero academy and learn what it really means to be a hero.","Daiki Yamashita","Nobuhiko Okamoto","Justin Briner","Ayane Sakura",35608,"Animation"," Action"," Adventure"	
313,"https://m.media-amazon.com/images/M/MV5BMzQ2YmQ2MjMtMTVkMy00NWI1LTg0YzctMGI5MTBiN2FhMjMzXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UY98_CR0,0,67,98_AL_.jpg","O Mecanismo","(2018â€“ )","18","41 min","Crime, Drama, Thriller",8.4,"Dramatic fiction series loosely inspired by an investigation of corruption in Brazil's private and state oil companies and construction companies.","Caroline Abras","Selton Mello","Enrique Diaz","Jonathan Haagensen",35476,"Crime"," Drama"," Thriller"	
314,"https://m.media-amazon.com/images/M/MV5BMTAzMzk0ODIxMTVeQTJeQWpwZ15BbWU4MDkzMDY3OTYx._V1_UX67_CR0,0,67,98_AL_.jpg","Haven","(2010â€“ )","","60 min","Crime, Drama, Fantasy",7.6,"Many in the coastal town of Haven, Maine have a dormant curse or ""trouble"" that could trigger at any time for any reason. FBI agent Audrey Parker, the sheriff and the town's black sheep must deal with the troubles' deadly effects.","Emily Rose","Lucas Bryant","Eric Balfour","Richard Donat",35409,"Crime"," Drama"," Fantasy"	
315,"https://m.media-amazon.com/images/M/MV5BMTI0NTY5MzQzNF5BMl5BanBnXkFtZTcwMTA3OTQ1MQ@@._V1_UY98_CR0,0,67,98_AL_.jpg","Doctor Who","(1963â€“1989)","U","45 min","Adventure, Drama, Family",8.4,"The adventures in time and space of the Doctor, a Time Lord who changes appearance and personality by regenerating when near death, and is joined by companions in battles against aliens and other megalomaniacs.","William Hartnell","Patrick Troughton","Jon Pertwee","Tom Baker",35379,"Adventure"," Drama"," Family"	
316,"https://m.media-amazon.com/images/M/MV5BMTc1NjcxNzg4MF5BMl5BanBnXkFtZTgwOTMzNzgyMDE@._V1_UY98_CR0,0,67,98_AL_.jpg","Phineas and Ferb","(2007â€“2015)","","15 min","Animation, Short, Action",8,"Phineas and Ferb invent, scheme, and stay one step ahead of their bratty sister. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz.","Vincent Martella","Thomas Brodie-Sangster","Dan Povenmire","Ashley Tisdale",35237,"Animation"," Short"," Action"	
317,"https://m.media-amazon.com/images/M/MV5BMzMyNzM1MTczM15BMl5BanBnXkFtZTgwNDg4MzA0NjM@._V1_UX67_CR0,0,67,98_AL_.jpg","Lethal Weapon","(2016â€“2019)","16","44 min","Action, Comedy, Crime",7.9,"A slightly unhinged cop is partnered with a veteran detective trying to maintain a low stress level in his life.","Damon Wayans","Keesha Sharp","Kevin Rahm","Michelle Mitchenor",35191,"Action"," Comedy"," Crime"	
318,"https://m.media-amazon.com/images/M/MV5BMTM3MzE1ODE4OF5BMl5BanBnXkFtZTcwODI0MTcyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg","Beauty and the Beast","(2012â€“2016)","16","60 min","Drama, Horror, Romance",7.1,"A beautiful detective falls in love with an ex-soldier who goes into hiding from the secret government organization that turned him into a mechanically charged beast.","Kristin Kreuk","Jay Ryan","Nina Lisandrello","Austin Basis",34850,"Drama"," Horror"," Romance"	
319,"https://m.media-amazon.com/images/M/MV5BYzIwYjkwYTgtNzlhOC00MGZhLWI0OTMtZTAwOTIyNGM4MTJjXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UX67_CR0,0,67,98_AL_.jpg","Scream Queens","(2015â€“2016)","","45 min","Comedy, Horror, Mystery",7.1,"A semi-anthology series that centers on characters being terrorized by a serial killer in different locations, including a university and a hospital.","Emma Roberts","Lea Michele","Abigail Breslin","Keke Palmer",34638,"Comedy"," Horror"," Mystery"	
320,"https://m.media-amazon.com/images/M/MV5BNjRkODcyMGMtYTk4Zi00NzY4LWIwNmQtOTU0MjQ4MTRiZjQyXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY98_CR5,0,67,98_AL_.jpg","Sabrina the Teenage Witch","(1996â€“2003)","U","22 min","Comedy, Family, Fantasy",6.7,"When a sixteen-year-old high school student finds out she's a witch, her two aunts offer guidance on how to control her newly-discovered magical powers.","Melissa Joan Hart","Caroline Rhea","Beth Broderick","Nick Bakay",34500,"Comedy"," Family"," Fantasy"	
321,"https://m.media-amazon.com/images/M/MV5BM2I1OWZiNTUtZGNmOS00NGNiLTlhZmItOTU3MGRlMWFkYWU3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Doom Patrol","(2019â€“ )","","60 min","Action, Adventure, Comedy",7.9,"The adventures of an idealistic mad scientist and his field team of superpowered outcasts.","Diane Guerrero","April Bowlby","Matt Bomer","Brendan Fraser",34452,"Action"," Adventure"," Comedy"	
322,"https://m.media-amazon.com/images/M/MV5BMTExZDZjNTMtNDVmNy00ZTk2LWFiMzUtZDlkZGRlOGU0ZWRmXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR1,0,67,98_AL_.jpg","Line of Duty","(2012â€“ )","16","60 min","Crime, Drama, Mystery",8.7,"Drama series following the investigations of AC-12, a controversial police anticorruption unit.","Adrian Dunbar","Martin Compston","Vicky McClure","Craig Parkinson",34412,"Crime"," Drama"," Mystery"	
323,"https://m.media-amazon.com/images/M/MV5BMzI0MjI1NjU5OF5BMl5BanBnXkFtZTcwNzg5NDUyMQ@@._V1_UY98_CR2,0,67,98_AL_.jpg","The A-Team","(1983â€“1987)","","60 min","Action, Adventure, Crime",7.5,"Four Vietnam vets, framed for a crime they didn't commit, help the innocent while on the run from the military.","George Peppard","Mr. T","Dwight Schultz","Dirk Benedict",34386,"Action"," Adventure"," Crime"	
324,"https://m.media-amazon.com/images/M/MV5BMWRhYjZjOTQtOGNiNC00MTQ0LWE2MTYtMTQxYzEwNDE3NjYyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg","The Wonder Years","(1988â€“1993)","","22 min","Comedy, Drama, Family",8.3,"Kevin Arnold recalls growing up during the late 60s and early 70s	 the turbulent social times make the transition from child to adult unusually interesting.","Fred Savage","Dan Lauria","Daniel Stern","Alley Mills",34243,"Comedy"," Drama"," Family"
325,"https://m.media-amazon.com/images/M/MV5BMGY5NTA0YjQtZTE5NS00M2FiLWIzMmQtOTFiYzc5YWM2OTdiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg","Everybody Hates Chris","(2005â€“2009)","","22 min","Comedy, Drama, Music",7.4,"A young African-American teen attempts to survive with his dysfunctional family and his all-white school in the 1980s.","Terry Crews","Tichina Arnold","Tequan Richmond","Imani Hakim",34230,"Comedy"," Drama"," Music"	
326,"https://m.media-amazon.com/images/M/MV5BNjVmY2M3ZTUtMDhkZC00ODk4LTkwMjktNDRjNGRjYTIxZGZiXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg","Scream: The TV Series","(2015â€“2019)","18","45 min","Crime, Drama, Horror",7.2,"A serialized anthology series that follows a group of teenagers being targeted by a masked serial killer.","Willa Fitzgerald","Bex Taylor-Klaus","John Karna","Carlson Young",34131,"Crime"," Drama"," Horror"	
327,"https://m.media-amazon.com/images/M/MV5BMjEyMDA4NjY0Nl5BMl5BanBnXkFtZTgwMDgzNDIxMDE@._V1_UX67_CR0,0,67,98_AL_.jpg","The Tomorrow People","(2013â€“2014)","U","43 min","Action, Drama, Sci-Fi",7.2,"Evolved humans with amazing abilities (Teleportation, Telekinesis, Telepathy) are being hunted down by agents of Ultra.","Robbie Amell","Peyton List","Luke Mitchell","Aaron Yoo",34122,"Action"," Drama"," Sci-Fi"	
328,"https://m.media-amazon.com/images/M/MV5BM2I0YjQ3NzgtMWE2Zi00NTgxLThlNDUtZTI0MjFlM2Y5NTM1XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UY98_CR6,0,67,98_AL_.jpg","The Fairly OddParents","(2001â€“2017)","","30 min","Animation, Adventure, Comedy",7.2,"After being tortured and humiliated by his babysitter, a ten year old boy is put under the care of two fairy godparents, who can grant him almost any wish, which leads to dire consequences.","Tara Strong","Susanne Blakeslee","Daran Norris","Carlos Alazraqui",33975,"Animation"," Adventure"," Comedy"	
329,"https://m.media-amazon.com/images/M/MV5BMTYxOTU5ODE0OV5BMl5BanBnXkFtZTgwNzM0MzQ1MDI@._V1_UX67_CR0,0,67,98_AL_.jpg","The Ranch","(2016â€“2020)","18+","30 min","Comedy, Drama, Western",7.5,"The son of a Colorado rancher returns home from a semi-pro football career to run the family business.","Ashton Kutcher","Sam Elliott","Grady Lee Richmond","Elisha Cuthbert",33832,"Comedy"," Drama"," Western"	
330,"https://m.media-amazon.com/images/M/MV5BNTBmYTQ5ZDYtM2NjMC00M2Q2LTg4NDAtODUxZTk0ZmFjMGVjXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_UY98_CR3,0,67,98_AL_.jpg","Happy Valley","(2014â€“ )","","58 min","Crime, Drama, Thriller",8.4,"Yorkshire based crime drama centring on the personal and professional life of Police Sergeant Catherine Cawood.","Sarah Lancashire","Siobhan Finneran","Shane Zaza","Charlie Murphy",33692,"Crime"," Drama"," Thriller"	
331,"https://m.media-amazon.com/images/M/MV5BNmUyM2MwMDktMjU1NC00YjIwLTljY2MtMTkzNmRjZDMxZDUwXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg","Farscape","(1999â€“2003)","","50 min","Action, Adventure, Drama",8.2,"Thrown into a distant part of the universe, an Earth astronaut finds himself part of a fugitive alien starship crew.","Ben Browder","Claudia Black","Anthony Simcoe","Lani John Tupu",33469,"Action"," Adventure"," Drama"	
332,"https://m.media-amazon.com/images/M/MV5BODcyNTM4MjUwOF5BMl5BanBnXkFtZTcwNTE5Mjc2Nw@@._V1_UY98_CR3,0,67,98_AL_.jpg","Legend of the Seeker","(2008â€“2010)","","44 min","Action, Adventure, Drama",7.6,"After the mysterious murder of his father, a son's search for answers begins a momentous fight against tyranny.","Craig Horner","Bridget Regan","Bruce Spence","Craig Parker",33356,"Action"," Adventure"," Drama"	
333,"https://m.media-amazon.com/images/M/MV5BYzBjMzJlMGQtZGVhYi00OTI4LThjZjMtZmQ3MjJiNDY5OWE5XkEyXkFqcGdeQXVyNzM3MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg","Ed, Edd n Eddy","(1999â€“2008)","","30 min","Animation, Comedy, Family",7.4,"The off-the-wall, day-to-day life of three friends who have exactly the same name.","Matt Hill","Sam Vincent","Tony Sampson","Erin Fitzgerald",33329,"Animation"," Comedy"," Family"	
334,"https://m.media-amazon.com/images/M/MV5BNzk2NjYxMDMxMV5BMl5BanBnXkFtZTgwMzQxODcwNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Happy!","(2017â€“2019)","18","60 min","Action, Comedy, Crime",8.2,"An injured hitman befriends his kidnapped daughter's imaginary friend - a perky blue flying unicorn.","Christopher Meloni","Ritchie Coster","Lili Mirojnick","Patton Oswalt",33285,"Action"," Comedy"," Crime"	
335,"https://m.media-amazon.com/images/M/MV5BYTEzNWU2NjUtNmJiNi00NmViLWEwOGQtZTVmMDc0MDNhMGY2XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UY98_CR1,0,67,98_AL_.jpg","iCarly","(2007â€“2012)","","30 min","Comedy, Family, Romance",6.6,"Carly hosts her own home-grown web show, iCarly, Carly and sidekick Sam's regular webcasts ultimately feature everything from comedy sketches and talent contests to interviews, recipes, and problem-solving.","Miranda Cosgrove","Jerry Trainor","Jennette McCurdy","Nathan Kress",33030,"Comedy"," Family"," Romance"	
336,"https://m.media-amazon.com/images/M/MV5BMDA2M2IzZDQtNzc4Yi00NzE5LTkwMmEtNDFmMjZhNzFmN2FhXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY98_CR1,0,67,98_AL_.jpg","The Flintstones","(1960â€“1966)","","26 min","Animation, Adventure, Comedy",7.5,"The misadventures of two modern-day Stone Age families, the Flintstones and the Rubbles.","Alan Reed","Mel Blanc","Jean Vander Pyl","Bea Benaderet",32965,"Animation"," Adventure"," Comedy"	
337,"https://m.media-amazon.com/images/M/MV5BZWE5NjBiNDktYWI4ZC00YjA0LWE1OGEtMzVlZTg1ZTk2MmMzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR2,0,67,98_AL_.jpg","Johnny Bravo","(1997â€“2004)","","30 min","Animation, Adventure, Comedy",7.2,"The misadventures of a dumb blond egomaniac who is deluded about his own manliness.","Jeff Bennett","Brenda Vaccaro","Mae Whitman","Tom Kenny",32874,"Animation"," Adventure"," Comedy"	
338,"https://m.media-amazon.com/images/M/MV5BODRjZGY3ZDktZGIxOC00MWUzLTg1N2EtNDM1NTQ2ZTkxYjc1XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY98_CR8,0,67,98_AL_.jpg","Final Space","(2018â€“ )","","30 min","Animation, Action, Adventure",8.3,"An astronaut named Gary and his planet-destroying sidekick called Mooncake embark on serialized journeys through space in order to unlock the mystery of where the universe actually ends and if it actually does exist.","Fred Armisen","Tom Kenny","Olan Rogers","Tika Sumpter",32861,"Animation"," Action"," Adventure"	
339,"https://m.media-amazon.com/images/M/MV5BYTljNzE5MzgtODMyMi00ZjBmLWIzNjUtOTlmOWVjMmRmODljXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UY98_CR0,0,67,98_AL_.jpg","Z Nation","(2014â€“2018)","18","44 min","Action, Comedy, Drama",6.7,"Three years after the zombie virus has gutted the United States of America a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.","Russell Hodgkinson","Nat Zang","Keith Allan","Kellita Smith",32838,"Action"," Comedy"," Drama"	
340,"https://m.media-amazon.com/images/M/MV5BNmY5Yjg2N2EtNmFlYy00ZmU3LThjZWEtYmY4NzRlNjhhMzBkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Red Dwarf","(1988â€“ )","","30 min","Adventure, Comedy, Sci-Fi",8.4,"The adventures of the last human alive and his friends, stranded three million years into deep space on the mining ship Red Dwarf.","Chris Barrie","Craig Charles","Danny John-Jules","Robert Llewellyn",32633,"Adventure"," Comedy"," Sci-Fi"	
341,"https://m.media-amazon.com/images/M/MV5BMTQ2NjAwMDIwNV5BMl5BanBnXkFtZTcwMzcxNTAwMg@@._V1_UY98_CR3,0,67,98_AL_.jpg","Life","(I) (2007â€“2009)","13","45 min","Crime, Drama, Mystery",8.3,"A former police officer returns to the force after having been wrongly imprisoned for years.","Damian Lewis","Sarah Shahi","Adam Arkin","Brent Sexton",32564,"Crime"," Drama"," Mystery"	
342,"https://m.media-amazon.com/images/M/MV5BMjY0NTE1ODU3OV5BMl5BanBnXkFtZTgwOTI4NDQwMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Blue Bloods","(2010â€“ )","","43 min","Crime, Drama, Mystery",7.6,"Revolves around a family of New York cops.","Donnie Wahlberg","Bridget Moynahan","Will Estes","Len Cariou",32512,"Crime"," Drama"," Mystery"	
343,"https://m.media-amazon.com/images/M/MV5BMjAxMjU3NDkwOV5BMl5BanBnXkFtZTgwMDI3Mzg0MTI@._V1_UY98_CR1,0,67,98_AL_.jpg","Top of the Lake","(2013â€“2017)","","60 min","Crime, Drama, Mystery",7.5,"Obsessed with the disappearance of a 12-year-old pregnant girl near a freezing lake in New Zealand, a brave detective will find herself up against small-town secrets and a side of herself that was meticulously kept at bay.","Elisabeth Moss","David Wenham","Peter Mullan","Thomas M. Wright",32355,"Crime"," Drama"," Mystery"	
344,"https://m.media-amazon.com/images/M/MV5BMTc0YTdhNTYtMjI1MC00ZDQwLTljNTMtNGI3ODRlYzhhM2FiXkEyXkFqcGdeQXVyNzE3ODQxNjU@._V1_UX67_CR0,0,67,98_AL_.jpg","Batwoman","(2019â€“ )","","45 min","Action, Adventure, Crime",3.4,"Batwoman seeks justice for Gotham City.","Camrus Johnson","Rachel Skarsten","Meagan Tandy","Nicole Kang",32304,"Action"," Adventure"," Crime"	
345,"https://m.media-amazon.com/images/M/MV5BNzEzMzM2ODc1Ml5BMl5BanBnXkFtZTcwMTg2MjAzMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","Saved by the Bell","(1989â€“1992)","","30 min","Comedy, Family, Romance",7,"A close-knit group of six friends get through their teens together while attending Bayside High School in Palisades, California.","Mark-Paul Gosselaar","Mario Lopez","Dustin Diamond","Lark Voorhies",32241,"Comedy"," Family"," Romance"	
346,"https://m.media-amazon.com/images/M/MV5BODcwZTA1MjUtZGE4Ny00NGFkLWI1ZWQtNmEzMjY4YzIyZGM0XkEyXkFqcGdeQXVyNjk1MTE5Mzk@._V1_UX67_CR0,0,67,98_AL_.jpg","The Filthy Frank Show","(2011â€“2017)","","12 min","Comedy, Fantasy, Music",9.5,"Filthy Frank and his disease ridden friends talk about various topics and take part in multiple life-threatening shenanigans.","Joji","Artemis Holdenberry","Zeeq","Bloody Hairy",32155,"Comedy"," Fantasy"," Music"	
347,"https://m.media-amazon.com/images/M/MV5BNTRjNTA4YmEtNmU5ZC00YjFjLTk0YzMtNmFhZDI0ZGYxNmI5XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_UY98_CR1,0,67,98_AL_.jpg","Safe","(2018)","18","60 min","Crime, Drama, Mystery",7.3,"After his teenage daughter goes missing, a widowed surgeon begins uncovering dark secrets of the people closest to him.","Michael C. Hall","Amy James-Kelly","Amanda Abbington","Freddie Thorp",32141,"Crime"," Drama"," Mystery"	
348,"https://m.media-amazon.com/images/M/MV5BZmFkNjk5NjctZDg4NC00YjM1LThiOTQtMzhiMzhhZWZkOTU5XkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_UX67_CR0,0,67,98_AL_.jpg","Good Girls","(2018â€“ )","16","43 min","Comedy, Crime, Drama",7.8,"Three suburban mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.","Christina Hendricks","Retta","Mae Whitman","Reno Wilson",32012,"Comedy"," Crime"," Drama"	
349,"https://m.media-amazon.com/images/M/MV5BZmJiNTA2NTYtMzc4YS00MTJiLTk2MjYtNDY5YjAxZmVmNTQwXkEyXkFqcGdeQXVyODk1MjAxNzQ@._V1_UX67_CR0,0,67,98_AL_.jpg","Rugrats","(1990â€“2006)","","30 min","Animation, Adventure, Comedy",7.4,"The cartoon misadventures of four babies and their snotty older cousin as they face the things in life they don't understand.","Elizabeth Daily","Christine Cavanaugh","Nancy Cartwright","Kath Soucie",31985,"Animation"," Adventure"," Comedy"	
350,"https://m.media-amazon.com/images/M/MV5BNzViNWZjZTQtMzNkMi00ZTIxLWE1NmMtMmUwOTg4OWMyYmI5XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_UX67_CR0,0,67,98_AL_.jpg","Law & Order","(1990â€“2010)","","45 min","Crime, Drama, Mystery",7.7,"Follows a crime (usually a murder), usually adapted from current headlines, from two separate vantage points, the police investigation and the prosecution in court.","Jerry Orbach","Jesse L. Martin","Dennis Farina","S. Epatha Merkerson",31923,"Crime"," Drama"," Mystery"	
351,"https://m.media-amazon.com/images/M/MV5BZTNkOWIwODItYjcxOS00MDQ5LTk1ZGMtNDNhNzFhNTM4OGJiXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_UX67_CR0,0,67,98_AL_.jpg","Young Justice","(2010â€“ )","","23 min","Animation, Action, Adventure",8.6,"Teenage superheroes strive to prove themselves as members of the Justice League.","Jesse McCartney","Danica McKellar","Nolan North","Khary Payton",31763,"Animation"," Action"," Adventure"	
352,"https://m.media-amazon.com/images/M/MV5BYmRhNzk2YWUtNWIxNC00YWM3LWI5ODEtN2IwOGQzYWEwMWJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg","ALF","(1986â€“1990)","","30 min","Comedy, Family, Sci-Fi",7.4,"A furry alien wiseguy comes to live with the Tanner family after crashing into their garage.","Mihaly 'Michu' Meszaros","Paul Fusco","Max Wright","Anne Schedeen",31650,"Comedy"," Family"," Sci-Fi"	
353,"https://m.media-amazon.com/images/M/MV5BMDRhMDU4MGEtYjc3MC00OTQ4LWI0NzYtZTAxMWU4NDE1ZGU0XkEyXkFqcGdeQXVyOTQ1Mzg0Mzg@._V1_UX67_CR0,0,67,98_AL_.jpg","The Protector","(2018â€“2020)","18","40 min","Action, Fantasy, Sci-Fi",6.7,"Discovering his ties to a secret ancient order, a young man living in modern Istanbul embarks on a quest to save the city from an immortal enemy.","Ã‡agatay Ulusoy","Hazar ErgÃ¼Ã§lÃ¼","Okan Yalabik","BurÃ§in Terzioglu",31626,"Action"," Fantasy"," Sci-Fi"	
354,"https://m.media-amazon.com/images/M/MV5BYWM2ZjkxMzctNTU1Ny00MjNmLWFkZWYtMmNiNzUzNGIzYWZhXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY98_CR1,0,67,98_AL_.jpg","Bored to Death","(2009â€“2011)","","28 min","Comedy, Crime, Drama",7.9,"A well-meaning but struggling writer decides to lead a sort of double life by pretending to be a private detective using the methods he read about in old detective novels.","Jason Schwartzman","Zach Galifianakis","Ted Danson","Heather Burns",31553,"Comedy"," Crime"," Drama"	
355,"https://m.media-amazon.com/images/M/MV5BMzA3NDIwMjU3Nl5BMl5BanBnXkFtZTcwMTcxODgyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","The Cosby Show","(1984â€“1992)","","30 min","Comedy, Family, Romance",7.3,"The goings-on in the life of a successful African-American family.","Bill Cosby","Phylicia Rashad","Keshia Knight Pulliam","Malcolm-Jamal Warner",31422,"Comedy"," Family"," Romance"	
356,"https://m.media-amazon.com/images/M/MV5BZjZkY2YxYTgtYmVkOC00NTgwLThjY2YtN2Y1ZWFlZmVhOTQ5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","The Family Man","(2019â€“ )","16+","45 min","Action, Comedy, Drama",8.5,"A working man from the National Investigation Agency tries to protect the nation from terrorism, but he also needs to keep his family safe from his secret job.","Manoj Bajpayee","Samantha Ruth Prabhu","Priyamani","Sharib Hashmi",31390,"Action"," Comedy"," Drama"	
357,"https://m.media-amazon.com/images/M/MV5BNDQ1MDc2MjYtZjBhMi00ZjRlLWE5NDctMTVjNzNjMDc5ZGNmXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY98_CR2,0,67,98_AL_.jpg","A Discovery of Witches","(2018â€“ )","15+","60 min","Drama, Fantasy, Romance",8,"Diana Bishop, historian and witch, accesses Ashmole 782 and knows she must solve its mysteries. She is offered help by the enigmatic Matthew Clairmont, but he's a vampire and witches should never trust vampires.","Matthew Goode","Teresa Palmer","Valarie Pettiford","Alex Kingston",31305,"Drama"," Fantasy"," Romance"	
358,"https://m.media-amazon.com/images/M/MV5BY2Q1ZTAzNzMtMzlmNy00NjdjLThhYjgtMzgxN2ZkYmFhMDIwXkEyXkFqcGdeQXVyMjg5NDMwMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Star Wars: Rebels","(2014â€“2018)","","22 min","Animation, Action, Adventure",8,"A brave and clever ragtag starship crew stands up against the evil Empire as it tightens its grip on the galaxy and hunts down the last of the Jedi Knights.","Taylor Gray","Dave Filoni","Vanessa Marshall","Freddie Prinze Jr.",31235,"Animation"," Action"," Adventure"	
359,"https://m.media-amazon.com/images/M/MV5BMjIxODM5MDUyMV5BMl5BanBnXkFtZTgwMjY4MjI1NjM@._V1_UX67_CR0,0,67,98_AL_.jpg","The Gifted","(2017â€“2019)","12+","43 min","Action, Drama, Fantasy",7.3,"In a world where mutated humans are treated with distrust and fear, an institute for mutants battles to achieve peaceful co-existence with humanity.","Stephen Moyer","Amy Acker","Sean Teale","Natalie Alyn Lind",31191,"Action"," Drama"," Fantasy"	
360,"https://m.media-amazon.com/images/M/MV5BZWEwZTcyNjctMjAzZC00ZGU0LWIxYWQtMDAwMmU1NzQ1ZjQ3XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg","Hunters","(2020â€“ )","18","60 min","Crime, Drama, Mystery",7.2,"In 1977, in New York City, a troubled young Jewish man bent on revenge is taken in by a secret group of Nazi hunters fighting a clandestine war against the cabal of high-ranking Nazi officials in hiding who work to create the Fourth Reich.","Al Pacino","Logan Lerman","Lena Olin","Jerrika Hinton",31074,"Crime"," Drama"," Mystery"	
361,"https://m.media-amazon.com/images/M/MV5BMTU2MjMwNDI2OV5BMl5BanBnXkFtZTgwMDU2NzczNTM@._V1_UX67_CR0,0,67,98_AL_.jpg","The Rain","(2018â€“2020)","18","45 min","Drama, Sci-Fi, Thriller",6.3,"After a brutal virus wipes out most of the population, two young siblings embark on a perilous search for safety.","Alba August","Lucas Lynggaard TÃ¸nnesen","Mikkel Boe FÃ¸lsgaard","Lukas LÃ¸kken",30924,"Drama"," Sci-Fi"," Thriller"	
362,"https://m.media-amazon.com/images/M/MV5BNThlYzVmMGEtOGY1OS00NTdjLTkwYmItOWRiNTYwNDJiNGY3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg","Dark Angel","(2000â€“2002)","","60 min","Action, Drama, Mystery",7.4,"A group of genetically-enhanced children escape from a lab project. Years later we meet Max, one of the escapees who now works for a messenger service in the post-apocalyptic Pacific Northwest.","Jessica Alba","Michael Weatherly","Richard Gunn","J.C. MacKenzie",30802,"Action"," Drama"," Mystery"	
363,"https://m.media-amazon.com/images/M/MV5BMTkwNWY2YmEtZDBjOC00Y2U4LTkyODUtMmZhZGJkMWUxMDlhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","Teenage Mutant Ninja Turtles","(1987â€“1996)","","23 min","Animation, Action, Adventure",7.9,"The adventures of a quartet of humanoid warrior turtles and their friends.","Cam Clarke","Barry Gordon","Rob Paulsen","Townsend Coleman",30774,"Animation"," Action"," Adventure"	
364,"https://m.media-amazon.com/images/M/MV5BMzhmMjE2YTYtMTc1Ni00Nzg0LWJhNTItZWZjZDNkNjRmOTAyXkEyXkFqcGdeQXVyODMyNjA3NzQ@._V1_UX67_CR0,0,67,98_AL_.jpg","Hey Arnold!","(1996â€“2004)","","15 min","Animation, Comedy, Drama",7.6,"The everyday life of Arnold, a fourth-grader in a nameless city that resembles Brooklyn, New York, who lives in a multi-racial boarding house with his grandparents and a motley assortment of friends and neighbors.","Francesca Marie Smith","Jamil Walker Smith","Dan Castellaneta","Justin Shenkarow",30705,"Animation"," Comedy"," Drama"	
